ticker,sector,market_cap,dcf_applicable,fair_value_equity,fv_per_share,price_to_fv,stars,moat,moat_trend,uncertainty,implied_g,base_g,roic_median,wacc,engine_tier,engine_composite,rec_mean
SSSS,Unknown,358204640.0,True,597291323.8397703,20.74713429178996,0.599715123429605,5,None,Negative,High,0.05325564663349602,0.13731930275999804,0.03773090828453237,0.08241091477049613,INSUFFICIENT_LIQUIDITY,88.4,1.4
DAN,Industrials,3828296448.0,True,1903216121.6222734,14.234974731654999,2.0114880304485947,1,None,Negative,High,0.10043137358533849,0.03,0.05930365036040966,0.06876605267242752,BUY,88.3,
INSW,Industrials,4013345792.0,True,9420589891.474506,189.94677672689787,0.42601852306849897,5,Narrow,Positive,High,-0.009183452004078718,0.15058229665118747,0.08177614810547204,0.08423688224373753,WATCH(earnings-quality),85.4,1.33333
EIX,Utilities,28216940544.0,True,166902495440.7377,432.3898845614966,0.16906242455804998,5,Narrow,Positive,Medium,-0.08568562419854592,0.07512261861763303,0.042376902462415496,0.052313429716599046,BUY,85.1,
NBR,Energy,1419371520.0,True,957173083.7799692,66.39657906353837,1.482878639247527,1,None,Positive,Very High,0.10969603038519823,0.08424955996821532,-0.04342209718915198,0.06597751702199402,WATCH(earnings-quality),84.9,2.875
EZPW,Consumer Discretionary,1966074496.0,True,4668177881.722629,55.98476765914669,0.42116529100096944,5,None,Positive,Medium,-0.04751585916982334,0.13062423976867665,0.06594582801390528,0.06842016603812073,BUY,83.9,1.83333
RILY,Financials,314496128.0,False,6597038984.153086,215.90519655088775,0.04767231613386841,5,Narrow,Negative,Very High,-0.1,0.03,0.1447723135720684,0.055463182986112955,INSUFFICIENT_LIQUIDITY,83.1,
RILYL,Financials,,False,11016457349.39255,360.5421151866088,,,Narrow,Negative,High,,0.03,0.1447723135720684,0.04345,INSUFFICIENT_LIQUIDITY,81.8,
ECPG,Financials,1746535936.0,False,14358031234.755966,610.0973584922226,0.12164174234223865,5,Narrow,Negative,High,-0.07850966175440371,0.09561108729441994,0.0712866547236526,0.057594688146787254,BUY,81.7,1.75
CYRX,Health Care,791316288.0,True,360233194.68582284,7.194352228667109,2.1966778733152172,1,None,Negative,Very High,0.2789843770793845,0.03,-0.2944372414119078,0.09725143649218121,INSUFFICIENT_LIQUIDITY,81.5,1.33333
FOR,Real Estate,1437426048.0,False,2459439807.8870997,48.167781761041915,0.584452623475624,5,None,Positive,High,-0.058946717207500055,0.06515872571560286,0.07302075245138596,0.07331982924203737,BUY,81.4,
CSTM,Materials,4614138368.0,True,4500396034.198645,31.706054338539886,1.0252738498872151,3,Narrow,Stable,Medium,0.04905856256327723,0.044607595959328346,0.11766555661568226,0.06564777280405194,WATCH(risk-flagged),81.0,1.4
ALTO,Materials,420749216.0,True,173643207.2186622,2.2949553575547124,2.423067522993668,1,None,Negative,Medium,0.1540657845966743,0.03,-0.057832744366044596,0.0699793140247897,INSUFFICIENT_LIQUIDITY,80.8,
SWX,Utilities,6421098496.0,True,1815952071.8501425,25.104055626444868,3.5359405105102835,1,Narrow,Positive,Medium,0.12396424769383813,0.03,0.052940952679311544,0.05733686353236254,BUY,80.5,1.11111
SRTA,Health Care,500988832.0,True,103428257.49985953,1.2599013647357684,4.843829376132344,1,None,Positive,Very High,0.4,0.21753895817589733,-0.5816570248759311,0.11,INSUFFICIENT_LIQUIDITY,80.5,1.0
VISN,Information Technology,2650443264.0,True,-6015543133.910487,-26.154535364828206,,,None,Negative,Extreme,0.4,0.03,0.002336312065387597,0.0679335854096988,BUY,80.5,
UAN,Materials,1253664768.0,True,1264571253.753814,119.63777235135422,0.9913753489797916,3,None,Stable,High,0.0039907312507933,0.03,0.07379994549177149,0.07546681342154923,BUY,79.7,
SCHL,Communication Services,796482944.0,True,2754118111.266726,99.78688808937413,0.2891970902561134,5,None,Positive,Medium,-0.1,0.03,0.035553039313877405,0.06691352668264341,INSUFFICIENT_LIQUIDITY,79.7,
ABUS,Health Care,839535296.0,True,124285098.62574026,0.6486709712637201,6.754915153007142,1,None,Positive,Very High,0.4,0.03,-2.6885411980241667,0.10972826658429956,INSUFFICIENT_LIQUIDITY,79.6,
SND,Materials,234271952.0,True,495738600.45303154,12.522446207260572,0.4725715362610662,5,None,Positive,Very High,0.014872658219279633,0.18486158120084437,0.008353701264993125,0.10649535648426822,INSUFFICIENT_LIQUIDITY,79.3,
CARE,Financials,634216192.0,False,2237154639.9523463,99.6207876423699,0.2834923347156321,5,Narrow,Stable,Medium,-0.1,0.10661800571860591,,0.06807055149702247,INSUFFICIENT_LIQUIDITY,79.0,2.25
CHRS,Health Care,223662368.0,True,234377745.92623177,2.0007753905216554,0.9542815898161068,3,None,Negative,Very High,0.003673005372943128,0.03,-1.2508010985589624,0.1005423182980015,INSUFFICIENT_LIQUIDITY,78.9,1.42857
ARW,Industrials,11202935808.0,True,13601925430.973545,260.29902269588644,0.8236286741058954,4,Narrow,Negative,Medium,-0.012077529561658362,0.03,0.09809408375833495,0.06818773987919688,WATCH(risk-flagged),78.4,2.75
BFH,Financials,3681487616.0,False,33328448405.888664,700.1774875186694,0.11046081627218905,5,Narrow,Negative,Medium,-0.1,0.03,0.12779965043993463,0.05798797037649729,BUY,78.4,2.27778
GORO,Materials,189411024.0,True,146036417.1835594,1.063476737729391,1.2970122634679624,2,None,Negative,High,0.09050081044248282,0.03,0.05584693262595415,0.09,INSUFFICIENT_LIQUIDITY,78.2,
IMKTA,Consumer Discretionary,1731337344.0,True,3852569973.253294,202.82687745326797,0.44939802677690915,5,Narrow,Negative,Low,-0.09492738534493744,0.03,0.08126573907391485,0.06004350646579785,BUY,78.0,
KALU,Materials,2890653184.0,True,3136512756.5626802,188.69647193855616,0.9216137182773269,3,Narrow,Positive,Medium,0.044515000907719204,0.05711351060758916,0.07577595141529425,0.06653715510301833,BUY,77.7,2.75
MSGM,Information Technology,17447550.0,True,15608506.374384265,3.224460976856084,1.1178231652346864,3,None,Positive,Very High,0.1012549929077936,0.06973648975205667,-12.381835950601396,0.11,INSUFFICIENT_LIQUIDITY,77.7,
PARR,Energy,2791030272.0,True,4589938720.345036,88.96781842462902,0.6080757156143889,5,None,Positive,High,-0.06988797859364809,0.05410542520998721,0.0901788125002763,0.07948049926517808,BUY,77.6,1.57143
M,Consumer Discretionary,5828920832.0,True,25621865535.67698,92.66497481257497,0.22749790892015892,5,Narrow,Negative,Medium,-0.1,0.03,0.1019543518437348,0.06571173764276064,BUY,77.6,3.0
CF,Materials,17435385856.0,True,20132925819.660114,124.12408026917457,0.8660135149841994,3,Narrow,Positive,High,-0.008671289092717197,0.03,0.1264325181455364,0.08275276253704884,BUY,77.6,2.85714
WLKP,Materials,815589632.0,True,6778649920.00923,192.34848000984152,0.12031741447401513,5,Wide,Positive,Medium,-0.1,0.03,0.388172108312043,0.075,INSUFFICIENT_LIQUIDITY,77.5,
LPG,Industrials,1778903936.0,True,2248400429.366312,52.76225461130054,0.7911864420437623,4,Narrow,Positive,High,-0.016470928104295235,0.061354181333653425,0.06550915803832724,0.07884863495589643,WATCH(earnings-quality),77.2,2.0
JBL,Information Technology,37267746816.0,True,19599866631.948074,176.73459541882843,1.9014285921340413,1,Wide,Positive,Low,0.11455326077894112,0.03,0.18356923087145693,0.06345161900666717,BUY,77.1,
GOLD,Industrials,1149153280.0,True,3044980513.449389,124.58239115640976,0.37739265487063034,5,None,Negative,Medium,-0.06371532807344432,0.09242175346552255,0.03407495232156607,0.06170357543012356,WATCH(blocked-by-risk),77.1,
NATR,Health Care,348004640.0,True,2102758851.2532358,113.85958692079465,0.16549907270279263,5,Wide,Negative,Low,-0.1,0.03,0.1547359383942776,0.065,INSUFFICIENT_LIQUIDITY,77.0,
FISI,Financials,730561216.0,False,3374081036.751985,166.06363996220026,0.21652153817362524,5,Narrow,Stable,High,-0.1,0.11685043032781897,,0.07636439865825462,INSUFFICIENT_LIQUIDITY,76.8,
LXU,Materials,901393728.0,True,-6190985.857652903,-0.08555694169031526,,,None,Negative,Very High,0.2792904426478794,0.03,-0.008645881584008645,0.08778243146975089,INSUFFICIENT_LIQUIDITY,76.7,2.2
FBIO,Health Care,88030544.0,True,219438507.38898602,7.8646469917856106,0.40116269950721695,5,None,Positive,Very High,-0.1,0.03,-3.398487971585001,0.0851626034129867,INSUFFICIENT_LIQUIDITY,76.5,
TEN,Unknown,1114721408.0,True,1475160426.2178774,49.60274460027352,0.7556611390789564,4,None,Positive,Very High,-0.026866389544594582,0.03883516521533989,0.026960343930562184,0.06788746005262591,WATCH(earnings-quality),76.4,1.0
HST,Real Estate,17080525824.0,False,32843543542.35936,47.3181725145647,0.5200573379657011,5,Narrow,Positive,High,0.07215856911214702,0.15279111905941534,0.06520158216909895,0.07933390163336677,BUY,76.4,1.90476
IRWD,Health Care,544870400.0,True,1208802861.6579447,7.416742001668546,0.4507520765236095,5,Narrow,Negative,High,-0.04772500227148896,0.03,0.37714351172835836,0.06590470155205115,INSUFFICIENT_LIQUIDITY,76.3,
DINO,Energy,12869863424.0,True,27481236832.437874,147.38013478367455,0.46831456322260107,5,Narrow,Negative,Low,-0.07371071157004225,0.03,0.10892977681496205,0.061184380643133876,BUY,76.3,2.4375
GTX,Industrials,5982544384.0,True,6184065857.502432,30.370024742871575,0.9674127866445749,3,Narrow,Negative,Medium,0.02580981055799414,0.03,0.5836130245308216,0.06895478255670981,WATCH(risk-flagged),76.3,2.16667
LITB,Unknown,66896824.0,True,255012489.1154953,1.1613935595469111,0.26232763827383526,5,None,Stable,High,-0.1,0.03,-3.5520875832678387,0.08950773033426816,INSUFFICIENT_LIQUIDITY,76.0,
BWMX,Consumer Discretionary,677839360.0,True,305072127741.7809,8191.17516222159,0.0022218986867713355,5,Wide,Negative,Medium,-0.1,0.15164564767359065,0.28312604184162316,0.0473363670065265,INSUFFICIENT_LIQUIDITY,76.0,1.0
TCMD,Health Care,572929024.0,True,1576439862.2214818,67.6719324244536,0.3634322105967569,5,Narrow,Positive,Medium,-0.07408954041451915,0.11141629375719284,0.12095628051964305,0.075,INSUFFICIENT_LIQUIDITY,75.9,1.2
ET,Utilities,66724073472.0,True,155783556071.80917,45.16119903516718,0.4283126868746225,5,Narrow,Stable,Medium,-0.04279858444799384,0.054102800674663734,0.07666323728808347,0.05409663809422545,BUY,75.9,1.42857
LEA,Industrials,7088456704.0,True,15100217290.939724,281.7689613402822,0.4694274636864426,5,Narrow,Positive,Medium,-0.08100227233343432,0.03,0.09994263816233576,0.0661972429590129,BUY,75.9,2.375
TIGO,Unknown,13848976384.0,True,21217586465.16209,126.29515753072673,0.6527121454996366,5,None,Positive,Medium,-0.02569323165604137,0.05415634986327809,0.05188073394495413,0.0639904141593466,WATCH(risk-flagged),75.8,2.5
RGS,Unknown,68166664.0,True,254723785.55848497,95.04618864122574,0.26761012463183903,5,None,Positive,Very High,-0.1,0.03,0.005326158783709762,0.06879924009021385,INSUFFICIENT_LIQUIDITY,75.7,1.0
PPIH,Industrials,253039952.0,True,501087416.7002647,61.49821019885428,0.5049816530343264,5,None,Positive,Medium,-0.017139276146510063,0.13974411046330132,0.07114736855946394,0.0714051781729348,INSUFFICIENT_LIQUIDITY,75.5,
NEXA,Unknown,1728323840.0,True,4550850149.756985,34.361858287641745,0.3797804329136815,5,None,Positive,High,-0.08500590857514595,0.05269066114115417,0.07634583909521366,0.06665857548356476,WATCH(risk-flagged),75.5,3.125
NUE,Materials,57935020032.0,True,45648153894.8049,197.61105582166624,1.2691645792622828,1,Narrow,Negative,Medium,0.08206994703680948,0.03,0.11727059404972562,0.07154655249599515,BUY,75.3,1.76471
FRD,Materials,173537264.0,True,762444794.2946849,109.7895594729093,0.22760633333529962,5,Narrow,Negative,Medium,-0.030263933575679858,0.1826144691926077,0.07169299787896447,0.06819451063950101,INSUFFICIENT_LIQUIDITY,75.3,
SPRO,Health Care,163282208.0,True,478462773.197129,8.104150642172709,0.3412641842727583,5,Narrow,Positive,Very High,-0.08272948897951057,0.15076470818209792,-5.721388357238348,0.10996293119248782,INSUFFICIENT_LIQUIDITY,75.2,
MOV,Information Technology,828186624.0,True,1152575457.9393988,50.96734137876531,0.7185530615762471,5,Narrow,Negative,Medium,-0.04327867457725984,0.03,0.1273121627583839,0.075,INSUFFICIENT_LIQUIDITY,75.1,1.5
NMM,Unknown,2037476736.0,True,7901861650.800543,271.24266468490634,0.2578476852721892,5,Narrow,Negative,Very High,-0.06481801402101645,0.10867449352847416,0.038141573498119245,0.07575689777823708,BUY,75.0,1.0
DTST,Information Technology,7216569.0,True,41532385.221374765,5.7104024580096775,0.1737576342301181,5,None,Negative,Very High,-0.1,0.03,-0.20959995473171156,0.11,INSUFFICIENT_LIQUIDITY,75.0,
ANDE,Industrials,2479475712.0,True,1894530868.2023654,55.1746182893778,1.3087544539998244,1,None,Positive,Medium,0.06305982780068298,0.03,0.03183228123249273,0.06678555135173056,BUY,75.0,
SGU,Consumer Discretionary,416662592.0,True,1251478613.167119,36.51180456200021,0.33293624646573167,5,Narrow,Negative,Medium,-0.1,0.03,0.12698217127783606,0.06518632049621063,INSUFFICIENT_LIQUIDITY,74.9,
JCSE,Unknown,7352266.0,True,21314731.234010823,4.016595586383395,0.3449382457268974,5,None,Negative,Low,-0.1,0.05563038000925622,0.04220327618705609,0.05857106141401504,INSUFFICIENT_LIQUIDITY,74.7,
LQDA,Health Care,5500202496.0,True,2097680935.957399,24.374887857094844,2.6220396065570677,1,Narrow,Negative,Very High,0.4,0.28,-2.2354476345449177,0.10776269063761891,WATCH(risk-flagged),74.7,1.125
PLX,Health Care,160337568.0,True,159974056.25529242,2.0366865234467184,1.0022723168569752,3,Narrow,Stable,High,0.030483587062412165,0.03,0.32987940659734455,0.09,INSUFFICIENT_LIQUIDITY,74.6,1.0
MTX,Materials,2351392256.0,True,4203859458.4676666,133.88087447349255,0.5593413098679321,5,Narrow,Negative,Medium,-0.049597887179829506,0.03,0.0837564262171955,0.06584189854808559,BUY,74.3,
SON,Materials,4695273984.0,True,13464188501.080486,135.22198733647835,0.3487231320048148,5,Narrow,Negative,Medium,-0.005431857522263607,0.11633284121297342,0.08430848496795482,0.05986904534115295,WATCH(risk-flagged),74.3,
PBI,Information Technology,2283542528.0,True,1272714401.9508147,7.355030062129073,1.79423013089173,1,Narrow,Stable,Medium,0.0817010727935189,0.03,0.07922320813273603,0.06029658251766703,WATCH(risk-flagged),74.2,2.8
ZVRA,Health Care,627211008.0,True,2185308934.8262615,38.162859285073395,0.287012512512271,5,Narrow,Positive,Very High,0.10570258209914318,0.28,-2.2662350492009553,0.1029670186036811,INSUFFICIENT_LIQUIDITY,74.2,1.22222
WDC,Information Technology,176380739584.0,True,9598804572.365559,26.737617193218828,18.375281864972088,1,None,Negative,Medium,0.4,0.03,0.04539678035638539,0.07417924445178209,BUY,74.2,1.52
REX,Materials,1479562240.0,True,1339035805.9071007,40.32268748214589,1.1049459868608238,2,Narrow,Positive,Medium,0.06660540303991491,0.03,0.13108394344952615,0.07493191086387525,BUY,74.1,
ALNT,Health Care,1442323968.0,True,476126256.95013475,28.456027788078817,3.029288863922193,1,Narrow,Positive,Low,0.16683331456120343,0.04117831314979105,0.07931571506099488,0.06260439275049906,BUY,74.0,1.6
SENEB,Consumer Staples,987226816.0,True,633221749.9025288,90.73244732805972,1.5590538640720457,1,None,Negative,Medium,0.0913229060073234,0.03,0.06380740231820048,0.06614298739074786,INSUFFICIENT_LIQUIDITY,74.0,
PRDO,Consumer Discretionary,2148836352.0,True,6878233821.492568,103.96991688573324,0.31241106478315467,5,Wide,Negative,Medium,-0.1,0.06734827754742967,0.4248107199257748,0.07483125268037086,WATCH(risk-flagged),73.9,
VMD,Health Care,382217920.0,True,2605693787.6617384,63.827774965165275,0.1466856626860171,5,Narrow,Negative,Medium,-0.04025439780759049,0.22571357847403806,0.10148338113205425,0.074010082060032,INSUFFICIENT_LIQUIDITY,73.9,
KEQU,Health Care,107231144.0,True,272355481.4129987,91.42513642598144,0.3937175908620512,5,None,Positive,Medium,-0.06522544053513607,0.09669827062216826,0.07434151008007964,0.06303583586809566,INSUFFICIENT_LIQUIDITY,73.9,
CQP,Utilities,31206969344.0,True,59662266986.976746,123.26914666730733,0.5230604018250253,5,Narrow,Positive,High,-0.04441605617280958,0.042060244150254486,0.10898704269500173,0.058174145919924196,BUY,73.8,3.8
SNX,Industrials,21672372224.0,True,38382332774.92,465.6354819230862,0.5646444772153423,5,Narrow,Stable,Medium,0.059126814675158346,0.12833852025410436,0.08175919361131113,0.06946559725299319,BUY,73.8,1.54545
SENEA,Consumer Staples,1010069120.0,True,630699139.0632334,90.37098997897024,1.6015070537439426,1,None,Negative,Medium,0.09462551161629362,0.03,0.06380740231820048,0.0662879761480505,BUY,73.6,
VFF,Materials,238863344.0,True,48262611.174767435,0.40712481483628526,4.94924203613919,1,None,Negative,Very High,0.4,0.03,-0.07074254520387156,0.1017815370312724,INSUFFICIENT_LIQUIDITY,73.4,
HFBL,Financials,59550836.0,False,278745182.017442,90.54969144921381,0.21363897868654,5,Narrow,Stable,Medium,-0.1,0.06134271062093268,0.15167970551393276,0.075,INSUFFICIENT_LIQUIDITY,73.4,
SEB,Industrials,5203795968.0,True,7412632066.984262,7688.5511003215,0.7020173024879541,5,Narrow,Negative,Low,-0.04584647315978113,0.03,0.06047169574590236,0.06034188877786582,BUY,73.4,
RCKY,Materials,282424064.0,True,413150382.42331195,54.86724866179441,0.6835865970726117,5,Narrow,Stable,Medium,-0.034120717874341705,0.03,0.07822898006391057,0.06544759498786351,INSUFFICIENT_LIQUIDITY,73.2,
PBF,Energy,5028109312.0,True,6544801505.354595,56.95315919056633,0.7682600164246812,4,None,Negative,High,-0.013997973660921093,0.03,0.09211821475061947,0.07594815137746999,WATCH(blocked-by-risk),73.1,3.38462
SCSC,Industrials,949358656.0,True,922676613.3707418,38.704501588604465,1.0289180870552064,3,None,Stable,Medium,0.04741074204150297,0.03,0.06950436229342968,0.07104286443650841,INSUFFICIENT_LIQUIDITY,73.1,2.0
TXMD,Health Care,23032980.0,True,25790151.590219878,2.229246399016326,0.893092075066924,3,None,Positive,Very High,0.20443801800840344,0.2340175977435157,-2.445669066910412,0.11,INSUFFICIENT_LIQUIDITY,73.1,
SU,Unknown,73465970688.0,True,125053338187.87561,140.69069217913795,0.5874770857986005,5,Narrow,Positive,Medium,-0.05095244425239137,0.03826424440087521,0.07993116598321665,0.0721568220747365,BUY,73.1,2.2
SEM,Health Care,2051151872.0,True,5135397237.402752,40.91102430893004,0.3994144517313676,5,Narrow,Negative,Medium,-0.07462722207553246,0.03,0.07295014356773989,0.0601316288966209,CORP_ACTION_REVIEW,73.1,
NVST,Health Care,3759014912.0,True,4924680906.154278,29.105679114386984,0.7633012135471422,5,None,Negative,Medium,-0.02316284207985425,0.03,0.03987448173011798,0.06622506209587964,WATCH(risk-flagged),73.0,
VTRS,Health Care,18493097984.0,True,-10002891383.613968,-8.537563711174034,,,None,Stable,Very High,0.4,0.03,-0.00023839368769030042,0.08084981603407267,WATCH(risk-flagged),73.0,2.09091
ANIP,Health Care,1844004864.0,True,18064517090.25811,850.9759322714391,0.10207883525402629,5,Narrow,Positive,Medium,-0.0038503111732686723,0.28,0.049136227872817025,0.06708974444714642,WATCH,72.9,
TYGO,Information Technology,249746496.0,True,14296410.789698815,0.21991851972536472,17.469174583312423,1,None,Positive,Very High,0.4,0.03,-1.0094254599986177,0.11,INSUFFICIENT_LIQUIDITY,72.8,
HG,Financials,3026315520.0,False,112362286286.91856,1082.029643377745,0.02693355235111774,5,Narrow,Stable,Low,-0.1,0.28,0.46117602921672807,0.06398397286143204,WATCH,72.8,
PHIN,Industrials,2942394112.0,True,3381150273.2857723,84.317961927326,0.8702346462526811,5,Narrow,Stable,Low,-0.003221709215782298,0.03,0.08841830497881453,0.059657107795994965,WATCH,72.8,
OPY,Financials,1042210176.0,False,10305160012.274988,905.2923431531785,0.10113478827680226,5,Narrow,Positive,Medium,-0.1,0.08280820207262529,0.15407382580303358,0.075,WATCH,72.8,
HCSG,Health Care,1398303104.0,True,1745284874.533556,23.8975363475402,0.8011890347549765,5,Narrow,Negative,Low,-0.011275584677437708,0.036458469829720605,0.16347481760368954,0.065,WATCH,72.7,
IBEX,Information Technology,400870144.0,True,815022036.9994321,51.82970028613241,0.49185190804881185,5,Narrow,Positive,Low,-0.060865361934686,0.04879720504450202,0.3098779283010763,0.06491331579864922,INSUFFICIENT_LIQUIDITY,72.6,3.0
VLO,Energy,75961344000.0,True,53202466461.77794,172.17626686659528,1.4277786172671645,1,Narrow,Positive,Medium,0.09504661349385513,0.03,0.10753867444774018,0.07113042135753121,WATCH,72.6,2.4
GSL,Unknown,1374031104.0,True,6190763533.157682,172.14671378690304,0.22194856848282118,5,Narrow,Positive,High,-0.1,0.11252189551236583,0.11244277961414514,0.07445134824712217,WATCH,72.5,1.0
WILC,Unknown,467394528.0,True,338987901.6582624,24.363943731674723,1.3787941272051232,1,Narrow,Negative,Medium,0.10966504701656465,0.03,0.12778661739546232,0.075,INSUFFICIENT_LIQUIDITY,72.4,
CCNE,Financials,919980800.0,False,11414904414.498604,462.72262412333714,0.08059470027900448,5,Wide,Stable,Low,-0.1,0.1762122871346365,0.24305272593920627,0.06011751261985542,INSUFFICIENT_LIQUIDITY,72.4,
PKBK,Financials,369370592.0,False,1996110726.5402322,166.80766200861487,0.1850451415790011,5,Wide,Negative,Medium,-0.1,0.11806152036944918,0.16221069614142997,0.06617668163769246,INSUFFICIENT_LIQUIDITY,72.3,
TEVA,Health Care,39811756032.0,True,10993187828.645775,9.45244009341855,3.621493296808731,1,None,Positive,High,0.18473604222974138,0.030073621817626118,-0.011971456593011576,0.0761824389585868,WATCH,72.3,1.38462
DAR,Consumer Staples,9448231936.0,True,1118013764.0668926,7.054649285185373,8.450908423194239,1,None,Negative,Medium,0.19621870941028619,0.03,0.036821912738958004,0.06571942910430356,WATCH,72.2,
SIRI,Communication Services,9092104192.0,True,21784729485.83069,61.021651220814256,0.41736135387468193,5,Wide,Negative,High,-0.03768664550987795,0.03,0.18650524461695672,0.06576193660247254,WATCH,72.2,
UTMD,Health Care,215399296.0,True,300072990.1026141,92.61512040204138,0.7178230067502618,5,Wide,Stable,Medium,-0.036916454026398704,0.03,0.3202376148650432,0.07496707815338212,INSUFFICIENT_LIQUIDITY,72.1,
MU,Information Technology,974373453824.0,True,862304153736.6536,766.4925810992476,1.129964931285223,2,Narrow,Negative,Medium,0.28192911266355636,0.2670028874962682,0.14379564180537108,0.07453495713741605,WATCH,72.1,1.47727
INCY,Health Care,20453697536.0,True,78454202680.72415,390.9028534166624,0.2607087553899185,5,Wide,Negative,Medium,-0.030143119501741256,0.15907371219990632,0.30362006314573464,0.07494654255188998,WATCH,72.1,2.42857
WLY,Communication Services,2266423552.0,True,4594791970.131218,83.80069250649677,0.4932592306100151,5,Narrow,Negative,Medium,-0.056374515606320286,0.03,0.09206640033008315,0.06677321007404388,WATCH,72.1,2.0
CTS,Information Technology,1797064320.0,True,1161188877.8721397,38.958225789174655,1.5476072448205773,1,Narrow,Negative,Low,0.1078643710223125,0.03,0.11826992614506204,0.06433185115952193,WATCH,72.0,
ST,Health Care,7248333312.0,True,4659406532.380959,31.675095393480344,1.5556344486421319,1,Narrow,Negative,Medium,0.08786228324190115,0.03,0.07447226808428445,0.06609625638501374,WATCH,71.9,2.07692
AMCX,Communication Services,430491584.0,True,8178174622.728493,144.5162506225215,0.05263907948401995,5,Narrow,Negative,Medium,-0.1,0.03,0.1273376470351436,0.049672331591837926,INSUFFICIENT_LIQUIDITY,71.9,
BHE,Information Technology,3010800896.0,True,1006332151.620444,27.72264880497091,2.9918560101173997,1,None,Positive,Medium,0.23985950652355992,0.03,0.0560016715548455,0.07293762946265321,WATCH,71.9,
GASS,Unknown,357726304.0,True,900975971.6326904,25.09901411821512,0.3970431124281278,5,None,Positive,Medium,-0.1,0.0610749379713726,0.021243084642534146,0.075,INSUFFICIENT_LIQUIDITY,71.8,
DLX,Communication Services,1060358848.0,True,4058908555.9861135,89.20678145024425,0.261242359460445,5,None,Stable,Medium,-0.1,0.03,0.05303890133656973,0.05688677187100813,WATCH,71.8,
MG,Industrials,560291776.0,True,179359899.50919122,5.594856182830845,3.1238408224648238,1,None,Positive,High,0.1551608512041095,0.03,0.03041724020370279,0.07764868095716973,INSUFFICIENT_LIQUIDITY,71.8,
QTTB,Health Care,222298608.0,True,942005467.3172541,76.49379391402456,0.23598441379866533,5,Narrow,Stable,Very High,0.03759938576591548,0.28,-5.501503120917405,0.10721530603990384,INSUFFICIENT_LIQUIDITY,71.8,
CSWC,Unknown,1442286208.0,True,4370178997.511534,66.38703220439037,0.3300290923601222,5,Narrow,Stable,Medium,0.08423897498319943,0.18087371625299586,0.08432024640412329,0.061131729817591685,WATCH,71.8,
SOHU,Unknown,398065888.0,True,1984353051.7608078,70.28239185948884,0.20060235130375506,5,None,Negative,High,-0.1,0.03,-0.2486601532818024,0.09,INSUFFICIENT_LIQUIDITY,71.8,
ELA,Consumer Discretionary,611180224.0,True,513186892.23772174,19.753644066413884,1.1909505742342406,2,Wide,Negative,Medium,0.1753292813172198,0.15517279083629348,0.24961720293174738,0.07449586252673318,INSUFFICIENT_LIQUIDITY,71.7,
TK,Unknown,1005856704.0,True,3669368049.493849,42.31988147993189,0.27412259834189906,5,None,Positive,High,-0.1,0.03,0.0408836159661823,0.09,WATCH,71.7,
INDV,Health Care,4446265856.0,True,7581752350.86389,59.23244024112414,0.5864430345701516,5,Narrow,Stable,Medium,-0.0077913604098265865,0.06469587683785805,9.20836820083682,0.07288795624333787,WATCH,71.6,
ASO,Consumer Discretionary,3338296064.0,True,10929728674.243225,160.65097854371675,0.30543265651845136,5,Narrow,Negative,Low,-0.1,0.03,0.25262266947007533,0.06227224065807379,WATCH,71.6,2.05263
ESOA,Industrials,278402432.0,True,397319344.3646979,23.81113543170147,0.7007019314530417,4,None,Positive,High,0.19544739085960894,0.25,0.06858537118421643,0.08041345575423992,INSUFFICIENT_LIQUIDITY,71.6,
MYRG,Industrials,6939387904.0,True,2202647265.118844,140.03733645615387,3.1504762536844884,1,Narrow,Stable,Low,0.21619784680376275,0.0607732923748089,0.10960474123808808,0.06481203140426493,WATCH,71.6,2.14286
DCOM,Financials,1666607616.0,False,10116527549.162285,235.14095330883166,0.16474107423727682,5,Wide,Negative,Medium,-0.1,0.11175525611802666,0.22068014277228842,0.06493716528832222,WATCH,71.6,
AD,Communication Services,4361047040.0,True,-415023992.32972336,-4.754378842859374,,,None,Negative,Very High,0.4,0.03,0.007307131470335574,0.10108782869623172,WATCH,71.6,2.6
DAL,Industrials,52178493440.0,True,863536776238.1449,1320.392624217347,0.06042417054581853,5,Wide,Positive,Medium,-0.1,0.14184663352340712,0.15675402100676955,0.06828359804105269,WATCH,71.6,1.30769
BWFG,Financials,427920544.0,False,2209982202.8933067,282.3796494494583,0.19363076473637064,5,Narrow,Positive,Medium,-0.1,0.16040758945148048,0.10887737035828671,0.0656693932622854,INSUFFICIENT_LIQUIDITY,71.6,
JHG,Financials,7974953472.0,False,25665650358.437622,168.07891524844547,0.31072477652522146,5,Narrow,Positive,Medium,-0.1,0.10273031814022908,0.12800842092054232,0.07350927730000051,CORP_ACTION_REVIEW,71.5,2.5
LOCO,Consumer Discretionary,420892224.0,True,2017950855.1624823,68.64504562089671,0.2085740705345921,5,Narrow,Stable,Low,-0.1,0.03,0.07630901295714212,0.06260691202410229,INSUFFICIENT_LIQUIDITY,71.4,
AEO,Consumer Discretionary,2754905600.0,True,5842324275.444809,33.16845183940598,0.4715427405457143,5,Wide,Stable,Medium,-0.07286054199576236,0.03,0.22229624545297144,0.075,WATCH,71.4,2.91667
