ticker,sector,market_cap,dcf_applicable,fair_value_equity,fv_per_share,price_to_fv,stars,moat,moat_trend,uncertainty,implied_g,base_g,roic_median,wacc,engine_tier,engine_composite,rec_mean
WFG,Unknown,5168052224.0,True,12078248947.732433,152.5879143429738,0.4278809160470441,5,None,Negative,High,-0.1,0.03,0.002096130221130221,0.08744607413610539,SELL,48.1,
MASS,Health Care,299862016.0,True,166495034.3688044,4.637933049448203,1.8010267821908335,1,None,Positive,Very High,0.29257661229706333,0.0676157483155679,-1.6272795016591954,0.11,INSUFFICIENT_LIQUIDITY,48.1,
XPRO,Energy,1744019456.0,True,784871867.2960004,6.780809054903285,2.2220435317785117,1,None,Positive,Very High,0.2828155555024531,0.12095906989949502,-0.09263436044865134,0.10659011005568467,SELL,48.1,2.4
NBBK,Financials,873859776.0,False,4126782383.8539686,109.67846075329153,0.2117532970526809,5,Narrow,Stable,Medium,-0.1,0.2172839650298688,0.1458570136166462,0.06921433092763737,INSUFFICIENT_LIQUIDITY,48.1,
BOX,Information Technology,3696050944.0,True,4880412437.296348,32.72040787969795,0.7573234826947411,4,None,Stable,High,-0.0045431576119679615,0.07236302611494087,-28.864238410596027,0.0849374853007983,SELL,48.0,2.4
CZNC,Financials,382519104.0,False,2861012060.5097656,179.37616983583706,0.1337006261804587,5,Wide,Stable,Medium,-0.1,0.11264995675738469,9.536885620557284,0.06454906543441627,INSUFFICIENT_LIQUIDITY,48.0,
CDZIP,Utilities,,True,2051240169.0285697,25.303959452143612,,,Narrow,Negative,Very High,,0.28,-0.27536964284055077,0.04345,INSUFFICIENT_LIQUIDITY,48.0,
VREX,Information Technology,425258016.0,True,1143172202.1836045,27.612855125207837,0.37199821268195904,5,None,Negative,Medium,-0.1,0.03,0.05807883059253459,0.06037432007499247,INSUFFICIENT_LIQUIDITY,48.0,1.6
G,Industrials,5529302016.0,True,13857730419.616991,78.44887457707371,0.39900487659744954,5,Narrow,Positive,Low,-0.08058842847832054,0.062147703349929855,0.146535516305936,0.06029999259364534,SELL,48.0,2.25
HR,Financials,6892276736.0,False,-509015648.9325619,-1.4551713066552368,,,Narrow,Negative,Very High,0.2581470916359382,0.1056026842859342,0.012743330646846695,0.0856204695130662,SELL,48.0,2.54545
GOGO,Communication Services,512554016.0,True,36576702224.711914,267.77874579745605,0.014013128161502455,5,Wide,Negative,Very High,-0.09103696588891658,0.28,0.1633827371389761,0.06874262546602226,INSUFFICIENT_LIQUIDITY,48.0,
ATEX,Communication Services,1248359680.0,True,49416274.78777599,2.662163962000266,25.262116283779534,1,None,Positive,Very High,0.4,0.25,-0.40614551598829773,0.11,SELL,48.0,2.0
CHCT,Financials,499720640.0,False,411194980.49979615,15.310532840592625,1.215288764937265,2,None,Negative,High,0.08726294532657841,0.06818472022309038,0.029718585597936553,0.065992448937206,INSUFFICIENT_LIQUIDITY,47.9,
AIG,Financials,40025264128.0,False,38258979221.90725,67.07982822278458,1.0461665455277325,3,None,Negative,Medium,0.050000909967826135,0.03,0.0718006801552787,0.06910812553253046,SELL,47.9,2.36364
IPSC,Health Care,384155776.0,True,2245516413.7762194,25.94277754570201,0.17107680604924924,5,Narrow,Stable,Very High,-0.022022963740339907,0.28,-0.5176349283419076,0.11,INSUFFICIENT_LIQUIDITY,47.9,1.6
WIMI,Unknown,28864536.0,True,460458986.3340157,23.715286269465686,0.06268644299855566,5,None,Negative,High,-0.1,0.03,-0.4929603381618405,0.06601067967748073,INSUFFICIENT_LIQUIDITY,47.9,
FCNCA,Financials,24044130304.0,False,651950332079.0719,50140.55669326076,0.03688030992686695,5,Narrow,Stable,High,-0.1,0.28,,0.06173842945417792,SELL,47.9,
BCBP,Financials,195161872.0,False,1118668350.9641793,65.09183934389499,0.17445909847345745,5,Narrow,Negative,Medium,-0.1,0.05212555935164223,0.09223145882545919,0.056457441772121184,INSUFFICIENT_LIQUIDITY,47.9,2.33333
QCOM,Information Technology,227600760832.0,True,231333253599.8385,209.35136072383574,0.9838652994770264,3,Wide,Negative,Medium,0.0857247345544031,0.08779488750314882,0.3336662878683959,0.07307234167023831,HOLD,47.9,2.61538
BNS,Financials,98772680704.0,False,638805334950.282,511.8632491588798,0.15462093896208215,5,Narrow,Stable,Medium,-0.1,0.08661843958329139,,0.06234508712695233,SELL,47.9,2.92857
FIZZ,Consumer Staples,3418508032.0,True,4395316100.383469,46.915900094822746,0.7777615884558913,5,Wide,Negative,Low,-0.0023618395961411565,0.03,0.7542664414261848,0.065,SELL,47.9,
GIGM,Unknown,15141562.0,True,35551910.673486635,3.216785258187354,0.4259000912514118,5,None,Negative,Very High,-0.1,0.03,-0.5087369597990876,0.11,INSUFFICIENT_LIQUIDITY,47.8,
DECK,Consumer Discretionary,15017197568.0,True,47380363776.888016,324.9570575555572,0.31694981572356223,5,Wide,Positive,Medium,-0.014702914054462723,0.1407042689001229,0.6480781918731059,0.075,SELL,47.8,2.46154
CIFR,Financials,9183154176.0,False,830086324.1713529,2.175262073402232,11.062890579684266,1,Narrow,Positive,Very High,0.4,0.28,-0.1410069611253411,0.09463447982042196,SELL,47.8,1.3125
RDNT,Health Care,4272984576.0,True,1719856192.7608213,22.873508718844757,2.4845010844428432,1,None,Positive,Low,0.2593238001627619,0.11782872313339751,0.04320352662223577,0.06062032877952307,SELL,47.8,1.25
VOXR,Unknown,347264800.0,True,259796111.20246375,4.532581148591814,1.3366820557578336,1,Narrow,Positive,Medium,0.2500632447383738,0.2148650359865945,0.016582205971480378,0.07440280784982009,INSUFFICIENT_LIQUIDITY,47.8,1.33333
TMHC,Industrials,6586114560.0,True,14315680663.169456,142.151793451989,0.46006296975765665,5,Narrow,Positive,Medium,-0.08766363246536985,0.030577290760818478,0.08861350821819229,0.06685731421014572,SELL,47.8,2.625
AGRO,Materials,1648002688.0,True,4316347852.815895,42.137432057557426,0.38180488324750694,5,Narrow,Stable,High,-0.05961816415366278,0.05629699546939042,0.09138736020442305,0.06711993164833041,SELL,47.8,2.85714
ESQ,Financials,933836096.0,False,3935555421.880055,454.3357102700884,0.23728190709963295,5,Narrow,Stable,Medium,-0.09711465603215524,0.22032075772930854,,0.075,INSUFFICIENT_LIQUIDITY,47.8,
BANR,Financials,2203160832.0,False,12196134584.217411,351.91171372988805,0.18064418827019446,5,Narrow,Stable,Low,-0.1,0.08919602786920056,0.4232910463669398,0.06214197416793273,SELL,47.8,
AFRI,Consumer Staples,263706112.0,True,-92488813.15176576,-3.4378854392129066,,,None,Negative,Medium,0.3930688932374714,0.03,-0.008816441538445196,0.06321619053111815,INSUFFICIENT_LIQUIDITY,47.8,
PYPL,Financials,36422135808.0,False,171111138618.44196,176.76770518434085,0.2128566036207447,5,Wide,Positive,Low,-0.1,0.06382324388947391,0.2052595299733692,0.0603625542416823,SELL,47.8,2.88636
EXP,Materials,6583289856.0,True,6780993923.375076,210.630488449623,0.970844382164455,3,Narrow,Stable,Medium,0.03192445061437266,0.037521488091240764,0.14218545862335633,0.06834435008242908,SELL,47.8,2.8
LZ,Information Technology,985258112.0,True,2312044372.3016186,12.518514117178075,0.4261415238407318,5,None,Stable,Medium,-0.1,0.07035459413091885,,0.075,INSUFFICIENT_LIQUIDITY,47.8,2.44444
SWIM,Materials,619933248.0,True,78668111.3192876,0.656540981987291,7.880362673051828,1,None,Positive,Medium,0.20871751379651482,0.03,0.029419571823933517,0.06518755696817853,INSUFFICIENT_LIQUIDITY,47.8,
DCBO,Information Technology,436835424.0,True,7370369006.382933,250.9229982558808,0.05926913884795851,5,Wide,Stable,Medium,-0.1,0.20452322210401852,453.31481481481484,0.075,INSUFFICIENT_LIQUIDITY,47.7,1.66667
ORLY,Consumer Discretionary,74857832448.0,True,87921780407.92958,102.72208048650583,0.8514139738831841,5,Wide,Negative,Low,0.05135198780729362,0.06903304364482991,0.5020171117147785,0.06333769153401331,SELL,47.7,1.57692
KRG,Financials,5757198336.0,False,7600174872.666367,34.79463997363747,0.7575086668999504,4,Narrow,Positive,High,0.11670833688647198,0.14137175716630898,0.014779442502773325,0.07396434121991763,SELL,47.7,2.23077
DEC,Energy,999510336.0,True,119347463548.96683,1602.4398467275917,0.008374793282388552,5,Narrow,Stable,High,-0.1,0.28,0.00013858780731614316,0.0552244956590342,INSUFFICIENT_LIQUIDITY,47.7,1.0
NIC,Financials,2917461248.0,False,10720174587.626886,695.9374525771719,0.27214680359471977,5,Narrow,Stable,Medium,-0.06488967279496807,0.20231785130028015,,0.07360603368574395,SELL,47.7,
SAFE,Financials,1108522752.0,False,-4208833713.1325717,-58.63028603254913,,,None,Negative,Extreme,0.4,0.03,-0.001098824230331474,0.06127190997231209,SELL,47.7,2.45455
PAX,Unknown,1778738944.0,True,5551424252.200712,34.53322883253054,0.32041127883441206,5,Wide,Negative,Medium,-0.03689556706855854,0.10876778654546296,0.3386675140662546,0.07217594912479999,SELL,47.7,
RSI,Communication Services,6053350912.0,True,834687814.152986,3.535041132047005,7.252233481020378,1,None,Stable,Very High,0.4,0.25,-7.363265042944108,0.11,SELL,47.7,1.36364
GBX,Industrials,1450710656.0,True,2554412211.453057,79.4801397508652,0.5679234735472765,5,Narrow,Positive,High,-0.01874154484412672,0.06266599259224157,0.06518786337303759,0.06454268999034715,SELL,47.7,
ODD,Unknown,563475328.0,True,60251250858.41519,977.481767519252,0.009352093441580398,5,Wide,Stable,Low,-0.1,0.261758440872393,0.22547149597927585,0.05402887694443261,INSUFFICIENT_LIQUIDITY,47.6,3.36364
APAM,Financials,2640239104.0,False,8143080679.324818,124.12486858373263,0.3242309892254334,5,Wide,Negative,Medium,-0.1,0.03934845401383143,1.1897124656726001,0.07289092702651132,SELL,47.6,
CVNA,Consumer Discretionary,72950546432.0,True,27068688714.70578,120.69311037112936,2.695015898290178,1,None,Positive,High,0.4,0.2227538434629337,-0.12537284894837475,0.08694995730021049,SELL,47.6,2.0
APTV,Consumer Discretionary,14517168128.0,True,22232852792.423393,100.71507493736532,0.6529602054913629,5,Narrow,Stable,Medium,-0.020858664276386107,0.044865286547884374,0.12642595850078808,0.06420462955428867,SELL,47.6,1.42857
ORCL,Information Technology,614553485312.0,True,526590549197.9883,183.73710718701614,1.167042375234386,1,Wide,Negative,Low,0.10043877238615367,0.08351412390808624,0.22054618224878483,0.06217892831509734,HOLD,47.6,1.51163
HRTG,Financials,670861312.0,False,1840204676.7616186,59.4575341509715,0.3645579866586242,5,None,Negative,Medium,-0.1,0.07507853268582058,0.10221603166950435,0.07169766622802168,INSUFFICIENT_LIQUIDITY,47.6,
NEPH,Health Care,37129388.0,True,58359525.947967395,5.320859840791158,0.6362181220098341,4,None,Positive,Very High,0.042218742804603804,0.15821088966464636,-0.3164281315432935,0.11,INSUFFICIENT_LIQUIDITY,47.6,
NSC,Industrials,70398992384.0,True,53828901514.8922,238.92100095380468,1.3078288875080157,1,Narrow,Negative,Medium,0.0787708185547803,0.03,0.11291925883731682,0.06883792953237856,SELL,47.6,2.55
TNET,Industrials,2142858112.0,True,34347966266.19915,700.9789033918194,0.06238675371323878,5,Wide,Negative,Low,-0.1,0.03,0.4119106169180655,0.058651036589295456,SELL,47.5,2.57143
RBCAA,Financials,1657698176.0,False,7232966886.399744,370.13896196858457,0.2291864738268047,5,Wide,Stable,Medium,-0.1,0.12226425464673074,0.28202308724832215,0.0676217528040288,SELL,47.5,
P,Information Technology,23971452928.0,True,19734895053.132385,57.53747916316528,1.2146734433328124,2,Narrow,Stable,High,0.1658813672970456,0.1380629421906427,-0.9118021285450978,0.09,SELL,47.5,1.9
ANGI,Information Technology,239452256.0,True,4306790292.1375065,92.71086003654166,0.055598773043847756,5,None,Positive,Very High,-0.1,0.03,-0.0036551357518407254,0.06506868314670645,INSUFFICIENT_LIQUIDITY,47.5,2.5
BSY,Information Technology,10004024320.0,True,11510306964.577875,34.55622852781448,0.8691361881821789,5,Narrow,Positive,Low,0.0963637678222787,0.11241370989762772,0.10025184329946096,0.0626082639379941,SELL,47.5,1.6875
WH,Consumer Discretionary,6135564800.0,True,3334501956.5779076,43.193030525620564,1.8400243514317003,1,Narrow,Positive,High,0.10613989009777774,0.03,0.10411728190057759,0.076295542297609,SELL,47.5,1.58824
GTE,Energy,269442336.0,True,2960985567.8024607,83.55919922417574,0.09099751749211349,5,None,Negative,Very High,-0.1,0.03,0.06647017934299052,0.061800225184971316,INSUFFICIENT_LIQUIDITY,47.5,2.5
ETSY,Industrials,6344762368.0,True,9097352176.224247,73.2983561582436,0.6974295646794804,5,Wide,Positive,High,0.0028076058886618016,0.04261283260365238,0.31581253507080403,0.07480175850799915,SELL,47.5,2.56667
OIS,Industrials,488770528.0,True,102767577.00035314,1.7508148116658968,4.756077181797528,1,None,Positive,Very High,0.31648378812423783,0.03,-0.053116028947060474,0.10326435989852702,INSUFFICIENT_LIQUIDITY,47.5,2.5
HLX,Energy,1361813760.0,True,1798156705.758667,12.1125514015026,0.757338754536097,5,None,Positive,Medium,0.055617681958682996,0.10600375826960638,0.016703252782564286,0.06918062566039,SELL,47.5,
OGS,Utilities,4920582656.0,True,6084340046.86257,100.5459991549348,0.8087290680831245,4,Narrow,Positive,Medium,0.014457669661554706,0.05045385428823832,0.05821174877180699,0.056234570033990024,SELL,47.5,2.4
VAC,Real Estate,3073360640.0,False,24808350395.693073,710.8409855499448,0.12388411929773291,5,None,Stable,High,-0.1,0.05258358196905459,0.0444602304468941,0.05979400131284891,SELL,47.5,2.27273
LAMR,Financials,15365359616.0,False,11969624401.807281,117.77168740999734,1.2836960542955718,1,Narrow,Positive,Low,0.08706447832630093,0.05112539890878307,0.12258229216055944,0.06106524807695978,SELL,47.5,2.33333
ANET,Information Technology,194252062720.0,True,579240786544.8339,454.0572129378646,0.3353563271652741,5,Wide,Positive,Medium,0.15753224250823916,0.28,1.4038821385206939,0.075,SELL,47.5,1.3
GBCI,Financials,6136226304.0,False,22188618213.11992,185.0052766317124,0.27654837471455107,5,Narrow,Stable,Medium,-0.1,0.13908895970102994,,0.07185682399884691,SELL,47.5,1.83333
CHMG,Financials,342351808.0,False,1522435575.6846738,316.90998661213024,0.22487112983157703,5,Wide,Stable,Medium,-0.1,0.0703074396315702,0.6293071122036582,0.06626189449045121,INSUFFICIENT_LIQUIDITY,47.4,
GRAB,Unknown,13660599296.0,True,5876367923.932008,1.4360095519280711,2.3246671196958326,1,None,Positive,Very High,0.4,0.25,-0.24165915238954014,0.1013051651994983,SELL,47.4,
UNFI,Industrials,3382934528.0,True,5712449992.068167,94.891195881531,0.5922037886891371,5,None,Negative,Medium,-0.06875589257426334,0.03513210520201704,0.05890168736775206,0.06373757130322531,SELL,47.4,
MSI,Information Technology,68114628608.0,True,85304511010.5888,504.76042018099884,0.7984880025810706,5,Wide,Positive,Low,0.0645828026346277,0.08889703440486821,0.37482591671865584,0.06244500887840804,HOLD,47.4,1.64286
PRA,Financials,1275226880.0,False,329558543.17980313,6.378264397991119,3.8695002948360884,1,None,Positive,High,0.17547964402543892,0.03,0.03329829920515681,0.07845841890456384,CORP_ACTION_REVIEW,47.4,3.25
AMBP,Materials,2354962944.0,True,1649262704.1259995,2.759348676804416,1.427888315250526,1,None,Positive,Medium,0.0943542167611856,0.07494185606360243,0.041354330708661416,0.054389264759804906,SELL,47.4,
VRRM,Industrials,654717696.0,True,9440486351.940744,58.53040666580329,0.06935211509154984,5,Narrow,Positive,High,-0.1,0.1306646626455866,0.060020860338169155,0.06156135273039117,INSUFFICIENT_LIQUIDITY,47.4,3.125
LSPD,Unknown,1273142784.0,True,2493287589.6678877,17.9156821249952,0.510628131819156,5,None,Stable,Very High,0.03688997131361427,0.19850298755987786,-0.1257107656458899,0.11,SELL,47.4,2.63158
PK,Consumer Discretionary,2829133824.0,True,2502698995.7436104,12.576376863033218,1.1304331159326646,3,None,Positive,Very High,0.09844510587195987,0.08941353410737393,0.03422157057634816,0.07168984953015997,SELL,47.3,2.72222
SKY,Materials,4104413440.0,True,5014283082.2659445,88.7452317133189,0.8185444205406177,4,Narrow,Negative,Medium,0.04354431198550157,0.08764583092595432,0.20698378694219025,0.07418315985358725,SELL,47.3,2.0
RRR,Consumer Discretionary,5814925312.0,True,6458089585.749214,62.94741055362556,0.900409515041653,3,Narrow,Stable,High,0.04675362071937472,0.06562159338518705,0.12061255871710383,0.07263321472534397,SELL,47.3,1.5625
TUSK,Energy,159926544.0,True,121147744.24945523,2.5095857863333313,1.3200951036339181,2,None,Negative,Very High,0.4,0.03,-0.11895216319000666,0.11,INSUFFICIENT_LIQUIDITY,47.3,
UG,Materials,32206178.0,True,68431130.52573016,14.894727711708779,0.47063635735040865,5,Wide,Negative,Medium,-0.08377749831023901,0.03,1.1952006657346725,0.075,INSUFFICIENT_LIQUIDITY,47.3,
PSTL,Financials,798366528.0,False,1887740576.8687754,77.52766509609579,0.42292173923827125,5,Narrow,Positive,Very High,0.16682936044786562,0.2482051918037417,0.015599852650178596,0.08927229192599086,INSUFFICIENT_LIQUIDITY,47.3,1.57143
AMSC,Information Technology,2019382784.0,True,328354420.03661287,7.479258804533116,6.15000944337777,1,None,Positive,Very High,0.4,0.25,-0.3954863144837626,0.11,SELL,47.3,1.0
AFBI,Financials,137141008.0,False,434757144.72137356,67.4484316494293,0.31544279298248384,5,Wide,Negative,Medium,-0.08015445762515355,0.09778236065905599,0.2642711613261715,0.06608668507178742,INSUFFICIENT_LIQUIDITY,47.3,
SPIR,Communication Services,664290176.0,True,118273496.57839301,3.701732397679342,5.616559882117808,1,None,Negative,Very High,0.4,0.03,-0.879928735620467,0.11,INSUFFICIENT_LIQUIDITY,47.3,1.5
CLDT,Financials,561478208.0,False,611539423.2247198,12.232728819939814,0.9181390220752391,3,None,Positive,Very High,0.03155095531660124,0.047577565605173476,0.020286605265363217,0.08495015505526794,INSUFFICIENT_LIQUIDITY,47.3,2.0
CC,Materials,3082743040.0,True,6331152401.785282,42.14107141075148,0.48691657448187736,5,None,Negative,High,-0.04449285626724192,0.03,0.07802774530024567,0.06331528143614587,SELL,47.2,2.0
OCGN,Health Care,433307968.0,True,63802762.573971674,0.21255685120364942,6.791366870637164,1,Narrow,Stable,Very High,0.4,0.28,-13.267424397744746,0.10585347818072127,INSUFFICIENT_LIQUIDITY,47.2,1.14286
SNDX,Health Care,1536497792.0,True,3068841621.6034007,35.42649363858333,0.5006767964771067,5,Narrow,Stable,Very High,0.17373545330837803,0.28,-4.434800026442784,0.10995442287151448,SELL,47.2,1.15385
BRID,Consumer Staples,66079340.0,True,75603733.25191645,8.329308425221097,0.8740221832673187,4,None,Negative,Medium,0.005985878638188891,0.03,0.04444968854868565,0.07328689025027284,INSUFFICIENT_LIQUIDITY,47.2,
CCRN,Information Technology,408687744.0,True,4720212883.241064,145.64512583668315,0.0865824813645652,5,None,Negative,High,-0.1,0.03,-0.003328278141322319,0.09,INSUFFICIENT_LIQUIDITY,47.2,
TRINZ,Unknown,,True,41488409870.50046,598.7992016758311,,,Narrow,Stable,Medium,,0.28,,0.04345,INSUFFICIENT_LIQUIDITY,47.2,
CRNT,Information Technology,259955968.0,True,223276215.58703595,2.4867241848365476,1.1642797120890191,2,None,Positive,Medium,0.07106224346393597,0.03,0.06763009130248215,0.07285109454980364,INSUFFICIENT_LIQUIDITY,47.2,1.16667
KBR,Industrials,4508651008.0,True,5999468549.130468,46.50750813279433,0.7515083996320742,5,Narrow,Positive,Medium,-0.014657672531848964,0.032126523602455805,0.10280143178073467,0.06347180531348064,SELL,47.2,2.0
ACGL,Financials,31860838400.0,False,285610426647.89264,759.8042741364529,0.11155348484276031,5,Narrow,Positive,Medium,-0.09238253589535517,0.21794154894299086,0.10666331659834533,0.07251083110003774,SELL,47.2,2.25
SANG,Unknown,116475768.0,True,793007846.9064717,23.673838482266774,0.14687845581146852,5,None,Positive,Medium,-0.1,0.03,-0.0075344048749963095,0.06580615702431274,INSUFFICIENT_LIQUIDITY,47.2,1.66667
HXL,Materials,6725088256.0,True,4084646132.6184044,51.058076657730055,1.6464310585673618,1,Narrow,Positive,Medium,0.12889989741105012,0.06764671376191585,0.08148339998408094,0.07094081475090092,SELL,47.2,2.4375
TMUSL,Communication Services,,True,441587446703.1618,390.4135077655006,,,Narrow,Positive,Medium,,0.03887935182737747,0.0870078362694334,0.04345,INSUFFICIENT_LIQUIDITY,47.1,
HTO,Utilities,2402885376.0,True,5780947416.134628,164.68768768818654,0.41565598214810695,5,Narrow,Positive,Medium,-0.010002454792596906,0.08926101135314016,0.04217943934659141,0.05522327048442548,SELL,47.1,
RAVE,Industrials,40787196.0,True,54966605.62367307,3.774919691207545,0.7420359241254245,4,None,Positive,High,-0.04041575154557159,0.055289135426599856,0.0999060079488476,0.09,INSUFFICIENT_LIQUIDITY,47.1,
EDRY,Industrials,64777156.0,True,130621635.07065088,47.396451758748796,0.49591444759486597,5,None,Negative,Very High,-0.041335804976659396,0.03,0.014793943859440009,0.06916293301227376,INSUFFICIENT_LIQUIDITY,47.1,1.33333
CTO,Financials,693239296.0,False,1157819204.4183116,35.85377465481518,0.5987457224362447,5,Narrow,Positive,Very High,0.1528996133978579,0.19295332564700812,0.01464186327285235,0.07867879381626305,INSUFFICIENT_LIQUIDITY,47.1,
RHI,Information Technology,3197697792.0,True,7040514554.727909,70.18616471337337,0.4541852398916857,5,Wide,Negative,Medium,-0.07489158828417958,0.03,0.4591817657398655,0.075,SELL,47.1,
LUMN,Communication Services,9180070912.0,True,5459962468.684422,5.4898933673230665,1.6813432261947285,1,None,Negative,Very High,0.06364263728187114,0.03,0.014410314694570608,0.06627152039125686,SELL,47.1,
XPEL,Materials,1228117504.0,True,2421716615.364074,87.48028087144003,0.5071268439124815,5,Narrow,Negative,Low,0.024706803989032022,0.13697192428526406,0.300899881701525,0.06499896476606103,SELL,47.1,
NRP,Materials,1398050944.0,True,936349550.2691549,70.34404254144354,1.4930865760528516,1,Narrow,Positive,High,0.12060126893670076,0.03,0.1613013732631851,0.08892176009369646,SELL,47.1,
GPK,Materials,3118653184.0,True,14666636970.942883,48.92140417259134,0.21263587488928687,5,Narrow,Positive,Medium,-0.1,0.03,0.08488510837103291,0.05467617243256342,SELL,47.1,3.1
TRINI,Unknown,,True,41488409870.50046,598.7992016758311,,,Narrow,Stable,Medium,,0.28,,0.04345,INSUFFICIENT_LIQUIDITY,47.1,
PCAR,Industrials,61407080448.0,True,72506166469.91037,137.63509200818217,0.846922178315462,5,Narrow,Positive,Low,-0.0022808451213674474,0.03,0.13463941658482773,0.060626330736779775,HOLD,47.1,2.42105
GRBK,Industrials,2968776448.0,True,7451283906.309488,169.64037670315747,0.39842481984697203,5,Narrow,Positive,Medium,-0.06727693609105947,0.09813902788515677,0.13758970880663124,0.07190644855727953,SELL,47.0,
LOVE,Consumer Discretionary,232487824.0,True,975635419.4127429,66.38972301892582,0.23829375130716318,5,Narrow,Negative,Medium,-0.1,0.05165553737568986,0.12257801948542396,0.075,INSUFFICIENT_LIQUIDITY,47.0,
KPTI,Health Care,205779536.0,True,466930268.88467824,42.700527561470345,0.4407072098614004,5,None,Stable,Extreme,-0.06520222273561255,0.03,-3.38723195986663,0.08699107984945063,INSUFFICIENT_LIQUIDITY,47.0,1.57143
AXTA,Materials,6887123968.0,True,6875803075.035004,31.685728456382506,1.001646483013177,3,Narrow,Positive,Medium,0.03053435208799271,0.03,0.07898722829043035,0.06499333635792964,SELL,47.0,2.26667
DEA,Financials,1150392320.0,False,63929891.554807186,1.418838841779164,17.994592076130257,1,None,Positive,High,0.1504743858213874,0.06246912085371954,0.018300168218487838,0.0624617631314171,SELL,47.0,2.71429
GWW,Industrials,61377527808.0,True,60096666005.245255,1252.0138751092761,1.0213133587584202,3,Wide,Positive,Low,0.0700803000207334,0.06744524271313054,0.2548567832448622,0.06416047981062355,HOLD,47.0,2.76471
PCTY,Information Technology,6075108352.0,True,31129012775.221634,550.4688377581191,0.1951590432972459,5,Wide,Positive,Medium,0.03185732275644047,0.22133950268677205,0.21932861380522545,0.07417807039001476,SELL,47.0,1.52381
RITM,Financials,5097339392.0,False,362564525191.0395,663.926340487586,0.01405912337759507,5,Narrow,Positive,Very High,-0.020047548632368857,0.28,-0.035654135795344065,0.05108734404916426,SELL,47.0,1.4
SBCF,Financials,2932962560.0,False,36730470719.12869,412.2109702952516,0.07985093854167667,5,Wide,Stable,Medium,-0.1,0.2059203687738934,2.8029352485309564,0.06729477207338108,SELL,47.0,
SYPR,Health Care,66272056.0,True,15698024.110684969,0.7048955595278388,4.221681374211387,1,None,Stable,High,0.21087064177015657,0.03,-0.10862681360834658,0.07983785290257417,INSUFFICIENT_LIQUIDITY,47.0,
SRI,Industrials,200187888.0,True,675574214.6654774,24.304029203703543,0.2963225707173069,5,None,Positive,High,-0.1,0.03,0.018353238431215314,0.06790031596787288,INSUFFICIENT_LIQUIDITY,47.0,
FVRR,Unknown,368135456.0,True,2017602452.084245,54.273444919722685,0.18246184010120767,5,None,Positive,High,-0.1,0.09492877620642441,-0.05502492661790057,0.09,INSUFFICIENT_LIQUIDITY,47.0,
SXC,Materials,770467072.0,True,1261733471.774282,14.75711662893897,0.6106416998802049,5,Narrow,Negative,Medium,-0.034694461107066144,0.03,0.07655486190650018,0.06009985230680599,INSUFFICIENT_LIQUIDITY,47.0,
BOLT,Health Care,8762345.0,True,146871319.5022761,78.5440047308212,0.05966001415180455,5,Narrow,Negative,Very High,-0.1,0.28,-5.7742152994692955,0.11,INSUFFICIENT_LIQUIDITY,47.0,2.0
PLSE,Health Care,1753081984.0,True,80744305.6773284,1.1980695827841803,21.711524661636112,1,None,Negative,High,0.4,0.03,-5.770671288727657,0.09,SELL,47.0,1.0
AGMH,Information Technology,2436866.0,True,278919328.69824827,574.9765937420831,0.008736812939329668,5,Narrow,Positive,High,-0.1,0.28,0.26554694826628256,0.09,INSUFFICIENT_LIQUIDITY,47.0,
INVE,Information Technology,96264912.0,True,128382334.7091395,5.398298490839269,0.7498298906784636,4,None,Negative,Very High,-0.1,0.03,-0.1444959729516478,0.11,INSUFFICIENT_LIQUIDITY,46.9,
XOMA,Health Care,527851968.0,True,581491733.397901,32.33743373361701,0.9077548960421822,3,None,Negative,Very High,0.23344884012152634,0.25,-0.1567732543290596,0.09861166857284043,INSUFFICIENT_LIQUIDITY,46.9,3.0
CNI,Industrials,73022504960.0,True,64670959288.55046,103.68920841518432,1.1291390411295186,1,Narrow,Stable,Low,0.05139089087657023,0.03,0.12651483715038078,0.06125235972340192,SELL,46.9,2.21429
RDGT,Unknown,1267458.0,True,60678457.04106884,1641.9943714278363,0.02088810529809863,5,None,Positive,Medium,-0.1,0.03,-0.050828906751859665,0.04631178356739672,INSUFFICIENT_LIQUIDITY,46.9,
WAB,Industrials,44183977984.0,True,18864777562.136436,110.25585950985644,2.342141477071101,1,None,Positive,Medium,0.21105699245990384,0.08554472403160526,0.06479056035499109,0.07148429105275317,SELL,46.9,1.45455
MTRX,Industrials,381495008.0,True,364051717.3457604,13.110004585896517,1.0479143204746173,3,None,Negative,Medium,0.043389583326784664,0.03,-0.15229290869100598,0.075,INSUFFICIENT_LIQUIDITY,46.9,1.0
PD,Information Technology,713383744.0,True,4283965258.690462,46.066619266524675,0.16652416649570817,5,Narrow,Positive,High,-0.1,0.1178904154050881,-2.677881903388417,0.07339106186485221,INSUFFICIENT_LIQUIDITY,46.9,2.44444
GEVO,Materials,395543424.0,True,36466271.29087412,0.1558330563173045,10.84682941244357,1,None,Positive,Very High,0.4,0.25,-0.2554188936280183,0.09644517507543746,INSUFFICIENT_LIQUIDITY,46.9,2.0
PATK,Industrials,2799871232.0,True,3001403864.5454073,86.65311269871546,0.9328538771719309,3,Narrow,Negative,Medium,0.017592536899881384,0.03,0.11770873116424316,0.06505361588830585,SELL,46.9,
