ticker,sector,market_cap,bucket,bankruptcy,distress_type,fraud,fraud_watchlist,recoverable,news_bk_event,news_fraud_event,bankruptcy_severity,fraud_severity,recovery_score,earnings_quality_flag,altman_z2,altman_zone,altman_z_orig,beneish_m,ohlson_p,accrual_ratio,montier_c,nd_ebitda,current_ratio,neg_equity,fcf_neg,cfo_neg,cash_runway_months,reasons,fraud_reasons,fin_sector_caveat,float_distortion,headline
EPM,Energy,157614192.0,CLEAR,0,,0,0,0,0,0,0,0,5,0,1.3746454795357326,grey,1.8804284402950708,-3.6628848877754185,0.4035826623686801,-0.19545754172482196,0,1.3372439620911036,0.8124094075840463,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EPOW,Information Technology,23969532.0,AVOID,1,cash_burn,0,0,0,0,0,100,0,2,0,-3.2533579737704272,distress,-0.73246049099236,-3.476688936819268,0.9731914282615256,-0.010010015344947451,2,,0.6549577309691215,0,1,1,10.415563168168116,operating_cash_flow_negative; cant_service_debt_ebitda_negative; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress; sustained_losses_2y,,0,0,"AVOID — bankruptcy / cash-burn — pre-profit, dependent on raising more capital"
EPR,Financials,4388479488.0,CLEAR,0,,0,0,0,0,0,10,0,4,0,0.7604765306757963,distress,0.7994903018745492,-2.6671857516841158,0.13624517195947633,-0.025806562215868144,0,6.538440632370283,1.9940020406850083,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
EPRT,Financials,6563103232.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,2.46368253575349,grey,1.7880156328129848,-2.3960585444708014,0.043342269033007086,-0.020115616340769273,1,5.118180907166389,5.295887519318482,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
EPSN,Energy,175139488.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,28,30,3,0,0.9803688063002143,distress,1.0807354814944028,-3.472623823687125,0.36154648801460826,-0.1515284501346541,4,1.9702064337086458,1.3053616379948396,0,0,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
EQBK,Financials,962685888.0,CLEAR,0,,0,0,0,0,0,0,0,2,0,1.996563273904782,grey,0.5265513323293887,,0.5729663067551518,-0.0048933727767075524,2,-35.75143830642909,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
EQH,Financials,11485990912.0,CLEAR,0,,0,0,0,0,0,0,0,2,0,3.1682426993641415,safe,0.6517823323017353,-2.380589717276393,0.347453965024926,-0.005706213124290186,1,,98.35732814526588,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
EQIX,Real Estate,106607878144.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,1.5782448189221694,grey,3.0946910342780543,-2.765124645651763,0.09935482924753236,-0.06814133411320554,2,4.474206349206349,1.3164654508091447,0,1,0,,,,1,0,Clear — no material distress or manipulation signal
EQR,Real Estate,26346981376.0,CLEAR,0,,0,0,0,0,0,10,0,4,0,-0.5967601053488825,distress,1.6350487957939455,,0.9994088840830538,-0.023892814942997265,0,4.318324263144682,0.007531827102640679,0,0,0,,,,1,1,Clear — no material distress or manipulation signal
EQT,Energy,33619443712.0,CLEAR,0,,0,0,0,0,0,0,0,6,0,2.7852751379683918,safe,2.0029209519125892,-2.541254806426734,0.00943894334027197,-0.0686152083192008,0,1.2800515877746916,0.7626850168682825,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EQX,Materials,8514523136.0,CLEAR,0,,0,0,0,0,0,0,0,5,0,2.3980897397762018,grey,1.6016228389160507,-2.248795301162328,0.061746512453328684,-0.06920683471901833,2,1.243561440378281,1.9107523618271713,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ERIE,Financials,11881304064.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,8.835744927805868,safe,10.41827612082039,-2.707017981897432,0.010111150201828975,-0.04078157042774013,1,-0.3540175426565841,4.356135856474209,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
ERII,Industrials,412877536.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,15.698077290353542,safe,12.334020930452128,-2.213968734883681,0.004185888412414548,0.017676352396975792,2,-2.6911165152707244,10.442030655756598,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ERO,Materials,2688286208.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,3.232903447355932,safe,3.047409270845439,-2.3533142647451757,0.05569680214474041,-0.07583297702538154,2,1.324011686368279,1.0594281944476407,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ES,Utilities,26551248896.0,CLEAR,0,,0,0,0,0,0,10,0,4,0,0.6227380567601799,distress,0.7503420544292031,-2.5915332832718776,0.17292783848088816,-0.039125575330577,1,6.507436528000839,0.6502117176742509,0,1,0,,,,0,0,Clear — no material distress or manipulation signal
ESAB,Industrials,5354546176.0,CLEAR,0,,0,0,0,0,0,0,15,4,0,2.8597592301845305,safe,2.5250073962611155,-2.273806129541579,0.12585369617897002,-0.0062124512887342135,5,2.001959807721299,1.8982037909772875,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ESCA,Consumer Discretionary,247110176.0,CLEAR,0,,0,0,0,0,0,0,0,6,0,9.740860475603329,safe,6.005558237125972,-2.8589946684704106,0.015682288493095123,-0.07721451524064589,1,0.2763345943673812,4.283535085129416,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ESE,Information Technology,7581475328.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,4.692419943676967,safe,6.810765012945683,-2.279677140077734,0.031518870531919076,0.026963470061717936,2,0.34112294530346443,1.354932027676976,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ESEA,Industrials,468722176.0,CLEAR,0,,0,0,0,0,0,0,19.448074536400583,5,1,5.680391489660499,safe,2.794584493463952,-1.6020770185439768,0.02092892844327123,-0.006450705783630745,2,0.25857015341265754,4.873594792311774,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ESI,Materials,9705311232.0,CLEAR,0,,0,0,0,0,0,0,0,6,0,2.5256110999282804,grey,3.1585894535889185,-2.397043440627078,0.07650938311677101,-0.019808928052289156,3,2.025537089582489,3.6810886252616886,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ESLT,Industrials,38560051200.0,CLEAR,0,,0,0,0,0,0,0,0,7,0,2.493600093022999,grey,4.0117986342184695,-2.4371523376296693,0.1656223768347453,-0.020543970633747206,2,-0.29130885629607833,1.2640524339079566,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ESNT,Financials,5293260288.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,11.352410110660838,safe,4.166507151552662,-2.9745432931818385,0.003058497094594884,-0.0228252554929507,1,-9.681187097120036,8.741794080903896,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
ESOA,Industrials,278402432.0,CLEAR,0,,0,0,0,0,0,33,0,5,0,1.9126612633330362,grey,3.2862518889085575,-1.949645005307914,0.7419248816640588,-0.020121875446976,3,3.477638830811738,1.479127800378293,0,1,0,,,,0,0,Clear — no material distress or manipulation signal
ESP,Information Technology,165614560.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,7.667239316726282,safe,5.661033012692637,,0.03133724537470847,-0.18942158084843233,4,-5.080301727318605,2.616227878709322,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ESPR,Health Care,805761984.0,WATCH,0,,0,0,0,0,0,100,15,5,0,-8.627631418625764,distress,-2.5407817175116034,-2.1622848957050493,0.9849117509666104,-0.02368511078698838,2,1.3519328232137533,1.5377480801835046,1,0,1,153.83976170472772,,,0,0,Watch — stress signals but neither terminal nor clearly recovering
ESQ,Financials,933836096.0,CLEAR,0,,0,0,0,0,0,0,0,2,0,2.1189149391807103,grey,0.8248943053928544,,0.5834245615890487,-0.004235628313047595,2,-8.31289221958204,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
ESRT,Financials,1613381120.0,CLEAR,0,,0,0,0,0,0,10,0,5,0,-0.26351578580543356,distress,0.41293778258910285,-2.905856957145059,0.31324393008663304,-0.03921753803882018,1,6.776632739224784,0.23869270581262322,0,1,0,,,,1,0,Clear — no material distress or manipulation signal
ESS,Real Estate,19673602048.0,CLEAR,0,,0,0,0,0,0,10,0,5,0,0.7113604082032887,distress,1.7404874100595233,-2.9194621443908315,0.12198181417109809,-0.028493809487008692,0,5.569203526043207,0.5656807359366892,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
ESTA,Health Care,2186972160.0,AVOID,1,cash_burn,0,0,0,0,0,100,0,3,0,-2.1028651525376776,distress,2.784261670091815,-2.302569319825219,0.885674114081626,-0.0004943195861351879,0,,3.042779576830367,0,1,1,17.820082530949104,operating_cash_flow_negative; cant_service_debt_ebitda_negative; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress; sustained_losses_2y,,0,0,"AVOID — bankruptcy / cash-burn — pre-profit, dependent on raising more capital"
ESTC,Information Technology,6472593408.0,CLEAR,0,,0,0,0,0,0,0,0,5,0,1.3848010345816344,grey,2.6653397483340657,-3.0638810375183447,0.31312989170016714,-0.1548085078045977,3,-15.238297793982248,1.9115542084549955,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ET,Utilities,66724073472.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,,,,-2.486365736264075,0.079358986427731,-0.03330758326895817,3,4.472522342270241,1.2191909060514878,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ETD,Consumer Discretionary,525975840.0,CLEAR,0,,0,0,0,0,0,0,0,2,0,7.421577298498545,safe,4.096291087372289,-2.5993933761506876,0.060436929686328654,-0.013630082266318313,3,-1.7485678320959746,2.0276805516483374,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ETN,Industrials,153743507456.0,CLEAR,0,,0,0,0,0,0,0,15,4,0,3.10753060371604,safe,5.767114121318612,-2.3677510973045064,0.0415923137585805,-0.00959413301185453,4,1.462912308930008,1.3185699039487726,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
ETON,Health Care,797939392.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,79,0,5,0,-2.053265930246504,distress,6.674143547942867,-2.24458659461221,0.7353021599054109,-0.1798058691013273,3,1.4425,1.5739412834502469,0,0,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
ETR,Utilities,50706386944.0,CLEAR,0,,0,0,0,0,0,10,0,4,0,1.0180479498466553,distress,1.0973492435295749,-2.6613066489946915,0.18143290181411775,-0.04941914210282205,2,4.89820231712348,0.7422823409222689,0,1,0,,,,0,0,Clear — no material distress or manipulation signal
ETSY,Industrials,6344762368.0,CLEAR,0,,0,0,0,0,0,81,0,3,0,-0.928202768739818,distress,1.3852710066432277,-3.4420122585072757,0.8201104358722286,-0.20226057552321852,3,3.185052729277628,1.49413692843624,1,0,0,,,,0,0,Clear — no material distress or manipulation signal
EU,Materials,268041552.0,WATCH,0,,0,0,0,0,0,82,0,2,0,0.44217969411538305,distress,0.12327683001390048,,0.30789036678868126,-0.09240424518674739,2,,8.02733918128655,0,1,1,46.09186939820743,,,0,0,Watch — stress signals but neither terminal nor clearly recovering
EUDA,Health Care,48088856.0,AVOID,1,insolvency,0,0,0,0,0,100,0,4,0,-129.19249106965145,distress,-42.44429713320758,-3.156836025895411,0.9999999999973801,-0.1998464139232632,1,,0.17810986588542982,1,1,1,1.7068535998862577,operating_cash_flow_negative; cant_service_debt_ebitda_negative; insolvent_from_accumulated_losses; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress; sustained_losses_2y,,0,0,AVOID — bankruptcy / insolvency — over-levered / loss-eroded operating business
EVAX,Health Care,29607762.0,WATCH,0,,0,0,0,0,0,64,0,5,0,-10.330847757042568,distress,-4.594621726572768,-2.1366955044539915,0.6497001632381071,-0.05291859242413127,1,,5.849424477331454,0,1,1,42.084226415094335,,,0,0,Watch — stress signals but neither terminal nor clearly recovering
EVC,Communication Services,807183680.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,97,0,4,0,-6.5168013707476975,distress,-0.6043774500681742,-3.244895332141014,0.8578196468370171,-0.20534323133921437,3,8.065662837628066,1.503906217842648,0,0,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
EVCM,Information Technology,1627946496.0,CLEAR,0,,0,0,0,0,0,28,0,6,0,0.44661704445620953,distress,1.5046490789731743,-2.63780247163779,0.08905764064571717,-0.06720724423589594,2,3.0813262678365962,2.1140486835568804,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EVER,Information Technology,683411776.0,CLEAR,0,,0,0,0,0,0,0,15,4,0,6.587690313376987,safe,7.591083630218117,-2.0060528403211766,0.0033317207280187827,0.014624806723689768,4,-2.4350871708890436,2.938352709178877,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EVGN,Materials,6445501.0,AVOID,1,cash_burn,0,0,0,0,0,100,0,2,1,-45.11996048377543,distress,-20.644834782196458,-6.960959080405749,0.9570228027697011,0.18945084293106326,1,,4.529326364692218,0,1,1,11.514738557250778,operating_cash_flow_negative; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress; sustained_losses_2y,,0,0,"AVOID — bankruptcy / cash-burn — pre-profit, dependent on raising more capital"
EVGO,Consumer Discretionary,666951168.0,WATCH,0,,0,0,0,0,0,100,0,4,0,-0.6450560004108932,distress,0.6687894173525518,-3.3094931991111354,0.46197277444339246,-0.09918630141168874,2,,1.824987806860673,1,1,1,234.47204968944098,,,0,0,Watch — stress signals but neither terminal nor clearly recovering
EVH,Industrials,474670080.0,WATCH,0,,0,0,0,0,0,97,0,2,0,-3.139695343140093,distress,-0.4682355947226553,-4.571944502528767,0.8356007084645252,-0.2580551515455661,2,8.499948087545164,1.2465296163629755,0,0,0,,,,0,0,Watch — stress signals but neither terminal nor clearly recovering
EVI,Unknown,226882448.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,2.6968151592449496,safe,2.616783532665452,,0.270096352617826,,2,3.346236559139785,1.5331161780673181,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EVLV,Information Technology,1063040000.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,46,0,5,0,-3.9346544795662286,distress,1.73000581820235,-3.157459165384573,0.544623938237294,-0.18099526960458925,1,,1.2303376268540203,0,1,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
EVR,Financials,13129995264.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,5.80440097060391,safe,4.8749334113252445,-2.8795783095418193,0.044611560526275455,-0.12919693816703784,3,-3.3070702263938343,2.1633932761810026,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
EVRG,Utilities,19194818560.0,CLEAR,0,,0,0,0,0,0,10,0,4,0,0.6802447531111055,distress,0.866820962405056,-2.697438713152961,0.20752638919169636,-0.03555154264041093,2,5.5527925580048505,0.49130117156849484,0,1,0,,,,0,0,Clear — no material distress or manipulation signal
EVTC,Information Technology,1376598528.0,CLEAR,0,,0,0,0,0,0,0,15,4,0,2.7290464427075056,safe,1.7946711466506042,-2.411821630243437,0.27779163629579273,-0.04020915373111363,4,2.5310800386353174,1.8903939460915875,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EVTV,Industrials,23145986.0,AVOID,1,insolvency,0,0,0,0,0,100,0,4,0,-148.78753199890127,distress,-61.34139335569324,-37.83164812083655,1.0,-1.7964789098660552,0,,0.2621999806306215,1,1,1,0.7709313457122366,operating_cash_flow_negative; cant_service_debt_ebitda_negative; insolvent_from_accumulated_losses; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress; sustained_losses_2y,,0,0,AVOID — bankruptcy / insolvency — over-levered / loss-eroded operating business
EW,Health Care,49495769088.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,9.566280330433731,safe,11.45797460567192,-2.4785299902713094,0.006984145057899284,-0.039308475843379126,2,-2.087336747022611,3.7155538402161326,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EWBC,Financials,17253308416.0,CLEAR,0,,0,0,0,0,0,0,0,5,0,2.1348002429995683,grey,0.6967847958818766,,0.26997892939327384,-0.006226141775585361,0,-10.806076640432117,7.227032666666667,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
EXC,Utilities,46811770880.0,CLEAR,0,,0,0,0,0,0,10,0,6,0,0.7792809241883379,distress,0.7512630172380419,-2.329271326072219,0.16213302774883886,-0.031075888996853186,3,5.627446517979062,0.8731971735553189,0,1,0,,,,0,0,Clear — no material distress or manipulation signal
EXE,Energy,22025799680.0,CLEAR,0,,0,0,0,0,0,0,0,6,0,3.0320333927128487,safe,2.245266977129698,-2.0222505378049416,0.007561265824364921,-0.09811146117014649,0,0.9273477812177503,0.9775939331265081,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EXEL,Health Care,13246413824.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,7.687764646153033,safe,13.862407939493062,-2.6057308072433405,0.0011877195412998704,-0.03511568230799365,2,-1.1489927920187122,3.5580188539704767,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EXFY,Information Technology,110903832.0,CLEAR,0,,0,0,0,0,0,18,0,3,0,1.107574734354511,grey,0.7927629282749901,-3.6389979214815504,0.10872620371038634,-0.2306453989640475,0,,2.3193405882986746,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EXK,Materials,2368550400.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,46,80.8956332083765,3,1,0.7154081713997904,distress,2.2444697150423694,0.25582532833505944,0.3696999696331631,-0.19080259859839377,3,0.2502274795268426,1.6576576576576576,0,1,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
EXLS,Industrials,4533069312.0,CLEAR,0,,0,0,0,0,0,0,0,6,0,7.2898686831771515,safe,6.888214449510529,-2.6569147544106424,0.040731624488814226,-0.0600474968966807,1,-0.07981007941061347,2.522375626687235,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EXP,Materials,6583289856.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,4.073546888175961,safe,3.507795275699344,-2.7504409048906417,0.12862617244617613,-0.05357014208299844,3,2.008167755563399,3.655086390805481,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EXPD,Industrials,20984129536.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,6.3687689170135116,safe,9.076157106181181,-2.6508234214087936,0.038301108122211824,-0.04030909311018464,1,-1.1847716834262585,1.8118532019623632,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EXPE,Consumer Discretionary,27470653440.0,CLEAR,0,,0,0,0,0,0,10,0,7,0,-0.7529187971062975,distress,1.4091027026624532,-2.774253457284808,0.4934800029422124,-0.1101195559350982,1,0.14032786885245901,0.638530347601609,0,0,0,,,,0,1,Clear — no material distress or manipulation signal
EXPO,Industrials,2894203648.0,CLEAR,0,,0,0,0,0,0,0,0,2,0,7.002174457087578,safe,7.330788788901865,-2.5271912095329583,0.08376101867363954,-0.03308616153059997,1,-1.7088627088627089,2.402107841484927,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EXR,Real Estate,32069033984.0,CLEAR,0,,0,0,0,0,0,10,0,3,0,0.947260866355227,distress,1.4587101483682985,,0.11219417588405413,-0.02848483613669142,1,5.939507154140909,0.11650550574895797,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
EXTR,Information Technology,3664402176.0,CLEAR,0,,0,0,0,0,0,79,0,6,0,-2.8209270666487236,distress,1.8512735743213047,-2.7705337791320432,0.7777756536743102,-0.14527473208088854,2,-1.4272816590987547,0.9105609185626196,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EYE,Health Care,1237001216.0,CLEAR,0,,0,0,0,0,0,28,0,6,0,0.8209518332171061,distress,1.8331510521984344,-2.5953378169411465,0.17548943304787334,-0.05847149744366018,2,1.2909058059049647,0.5473269189734438,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EYPT,Health Care,987650432.0,AVOID,1,cash_burn,0,0,0,0,0,100,30,0,0,-3.581828194856392,distress,4.828398921670067,-2.1858193038767175,0.996435847388592,0.020826597108354283,4,,8.87680963699222,0,1,1,15.297288742659614,operating_cash_flow_negative; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress; sustained_losses_2y,,0,0,"AVOID — bankruptcy / cash-burn — pre-profit, dependent on raising more capital"
EZGO,Industrials,3043786.0,AVOID,1,cash_burn,0,0,0,0,0,72,0,4,0,3.644719542028611,safe,0.06794798259314214,-2.462072033155262,0.2474149833463312,-0.09159119517288965,3,,3.214429171476088,0,1,1,2.812933031682819,operating_cash_flow_negative; cant_service_debt_ebitda_negative; cash_runway_under_18mo; sustained_losses_2y,,0,0,"AVOID — bankruptcy / cash-burn — pre-profit, dependent on raising more capital"
EZPW,Consumer Discretionary,1966074496.0,CLEAR,0,,0,0,0,0,0,0,15,6,0,5.8060580754457005,safe,3.186140211551457,-2.5693996821922434,0.06260057508575481,-0.02286115096593182,5,0.2675675228842095,5.611107233312725,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
EZRA,Financials,1975741.0,WATCH,0,,0,0,0,0,0,28,0,2,0,-16.549155349703597,distress,-6.760297276564988,-4.247395197438934,0.9542905916843232,-0.2522864388216786,1,,1.1915639467157986,0,1,1,5.10177070222182,,,1,0,Watch — stress signals but neither terminal nor clearly recovering
F,Consumer Discretionary,59371921408.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,28,0,3,0,0.3849238544696111,distress,0.8283391276055088,-2.4095570879409327,0.33264585669932883,-0.10252874523814498,1,,1.0748280964400732,0,0,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
FA,Information Technology,2724008192.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,18,0,5,0,1.180585520280965,grey,1.2057710506258386,-2.3143421283975663,0.2863954501216256,-0.05929071595570021,0,4.828857554500579,2.4369280435999463,0,0,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
FAF,Financials,6829337600.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,6.549286596653607,safe,2.394431091241664,,0.05568047328356101,-0.02091375644723066,0,-4.089601335428123,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FAMI,Consumer Staples,15749338.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,18,15,3,0,5.874110774448276,safe,-0.3620502394350204,-3.4468940729128446,0.0031392979538903006,-0.634261891654739,1,,9.353441981131601,0,0,0,,,,0,0,Distressed but recoverable — solvent with a turnaround vector
FANG,Energy,54186569728.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,1.6951116274772697,grey,1.4742353238137533,-3.129049400362262,0.025208998413484732,-0.10424210883911211,1,1.4448573724387304,0.4158695652173913,0,1,0,,,,0,0,Clear — no material distress or manipulation signal
FAST,Industrials,53716561920.0,CLEAR,0,,0,0,0,0,0,0,0,6,0,12.00875588519029,safe,33.48480522432366,-2.388585240190796,0.0009267885488650884,-0.007691597698673968,2,-0.082729304049267,4.852012297372834,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
FATE,Health Care,230787184.0,AVOID,1,cash_burn,0,0,0,0,0,64,0,1,0,-13.292634650379584,distress,-6.350641107809074,-3.982372314106705,0.6545444669706715,-0.07959390809485131,1,,5.78592220897674,0,1,1,23.037253497228612,operating_cash_flow_negative; altman_deep_distress; sustained_losses_2y,,0,0,"AVOID — bankruptcy / cash-burn — pre-profit, dependent on raising more capital"
FBIN,Materials,4659600896.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,3.614269217722943,safe,2.461486031709148,-2.6031183587269564,0.19249826335407194,-0.027487311196722312,3,2.7935088793631353,1.8422918999626727,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
FBIO,Health Care,88030544.0,AVOID,1,cash_burn,0,0,0,0,0,100,74.72017141544873,6,1,-12.29124108268569,distress,-5.539170041935954,0.008806856617949249,0.803105897091353,0.1993019398309736,3,,2.489566580894178,0,0,1,14.481840156893746,operating_cash_flow_negative; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress; sustained_losses_2y,,0,0,"AVOID — bankruptcy / cash-burn — pre-profit, dependent on raising more capital"
FBIZ,Financials,486092704.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,1.271913028485839,grey,0.45127204545118565,,0.6235363624313403,-0.002867511974011172,0,-8.47330984401105,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FBK,Financials,2740017920.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,1.4534252834787709,grey,0.46753794990972697,,0.4386424617347624,-0.002255771260924196,2,-15.290141140086618,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FBLA,Financials,227553760.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,6.328588958951064,safe,1.4092477632018847,,0.19298432963333936,-0.0012155040162110276,1,-219.30716510903426,14.493540513947634,0,1,0,,,,1,0,Clear — no material distress or manipulation signal
FBNC,Financials,2452320768.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,1.9320021565393937,grey,0.5769538350048531,,0.4018452004767522,-0.007421250608427221,1,-20.047892473118278,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FBP,Financials,3761923328.0,CLEAR,0,,0,0,0,0,0,0,0,4,0,2.5463990629743267,grey,0.7812506486634728,,0.3862345771918417,-0.005396892968796783,1,-12.554643969534522,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FBRT,Financials,659572928.0,DISTRESSED-RECOVERABLE,0,,0,0,1,0,0,0,0,5,0,5.147017763892521,safe,0.857308732450014,-2.033956853208169,0.15458352204548972,-0.0344711896776984,1,,28.5107979322494,0,0,0,,,,1,0,Distressed but recoverable — solvent with a turnaround vector
FBYD,Communication Services,719498496.0,AVOID,1,cash_burn,1,0,0,0,0,100,87.48561626565997,6,1,-4.714184036855187,distress,8.372388114971809,1.119424650626399,0.9398375290927673,0.4832998522664207,1,,0.36369055968579045,0,1,1,0.9111084014144617,operating_cash_flow_negative; cant_service_debt_ebitda_negative; cash_runway_under_18mo; ohlson_high_default_prob; altman_deep_distress,beneish_m(1.12>-1.78); accruals_48pct; beneish_strong,0,0,"AVOID — earnings-manipulation risk + bankruptcy (cash-burn — pre-profit, dependent on raising more capital)"
FC,Industrials,269749600.0,CLEAR,0,,0,0,0,0,0,33,0,3,0,1.5004506239852766,grey,2.686873546057204,-3.102715049229198,0.7573477314720253,-0.10272157256106143,3,-1.4783337323437875,0.8231632886605803,0,0,0,,,,0,0,Clear — no material distress or manipulation signal
FCAP,Financials,221273424.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,3.447084949262787,safe,0.8823542139343412,,0.5904063314282125,-0.003987773214101299,1,-28.368275654226732,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FCBC,Financials,813533312.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,1.9379391691904213,grey,0.6722934276060769,,0.536491375427766,-0.004278884116341114,1,-9.766161394369822,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FCCO,Financials,294720032.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,2.383935848605378,grey,0.6243869568743425,,0.6311576626868978,0.0002569879173345572,0,-25.675328854740737,,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
FCEL,Information Technology,918106368.0,WATCH,0,,0,0,0,0,0,64,0,3,0,-1.706892564023958,distress,-0.04803998819558539,-1.9723238744274543,0.19985373995412245,-0.07043868952762662,0,,6.385840003537788,0,1,1,26.63549656399901,,,0,0,Watch — stress signals but neither terminal nor clearly recovering
FCF,Financials,1943190016.0,CLEAR,0,,0,0,0,0,0,0,0,3,0,1.3901568633229846,grey,0.4954297994475706,,0.4647157775311897,-0.002945339454593143,0,-6.855130835934437,11.842402984469405,0,0,0,,,,1,0,Clear — no material distress or manipulation signal
